date,time,A_West_Actual,B_Genesee_Actual,C_Central_Actual,D_North_Actual,E_Mohawk_Valley_Actual,F_Capital_Actual,G_Hudson_Valley_Actual,H_Millwood_Actual,I_Dunwoodie_Actual,J_NYC_Actual,K_Long_Island_Actual,A_West_Forecast,B_Genesee_Forecast,C_Central_Forecast,D_North_Forecast,E_Mohawk_Valley_Forecast,F_Capital_Forecast,G_Hudson_Valley_Forecast,H_Millwood_Forecast,I_Dunwoodie_Forecast,J_NYC_Forecast,K_Long_Island_Forecast
1/28/2005,13:00,2187,1323,2400,879,1182,1632,1503,456,733,7289,2924,2159,1268,2260,800,1063,1554,1371,367,763,6935,2721
1/28/2005,14:00,2141,1297,2344,867,1158,1603,1479,445,729,7207,2883,2104,1243,2205,792,1038,1511,1363,360,748,6863,2689
1/28/2005,15:00,2089,1283,2314,866,1150,1595,1467,443,735,7173,2875,2053,1221,2172,789,1022,1503,1354,361,751,6821,2691
1/28/2005,16:00,2083,1300,2349,878,1170,1631,1502,462,744,7237,2960,2044,1239,2192,794,1046,1540,1379,372,775,6872,2782
1/28/2005,17:00,2134,1379,2475,903,1244,1756,1617,511,798,7400,3228,2170,1355,2361,822,1144,1693,1512,418,870,7144,3155
1/28/2005,18:00,2256,1415,2527,898,1278,1787,1669,535,824,7334,3325,2282,1414,2459,840,1204,1759,1575,437,910,7078,3329
1/28/2005,19:00,2222,1384,2486,898,1253,1750,1647,530,795,7111,3241,2286,1389,2430,838,1191,1727,1558,425,883,6816,3256
1/28/2005,20:00,2196,1339,2422,890,1220,1698,1614,517,769,6846,3129,2256,1355,2368,834,1169,1688,1538,414,861,6600,3180
1/28/2005,21:00,2144,1303,2343,881,1162,1627,1562,502,722,6594,2989,2181,1304,2289,824,1119,1618,1487,399,830,6387,3066
1/28/2005,22:00,2043,1225,2218,867,1095,1529,1469,475,671,6290,2776,2066,1204,2175,811,1062,1536,1402,370,770,6069,2841
1/28/2005,23:00,1902,1131,2101,847,1041,1433,1379,438,616,5883,2551,1933,1089,2070,795,1002,1433,1309,333,694,5644,2580
1/29/2005,0:00,1793,1059,2012,843,978,1366,1311,419,563,5475,2358,1824,997,1940,818,977,1357,1191,320,622,5146,2241
1/29/2005,1:00,1739,1033,1982,842,934,1326,1265,410,527,5215,2255,1775,964,1883,815,952,1321,1150,305,593,4893,2120
1/29/2005,2:00,1719,1021,1973,836,928,1295,1247,400,511,5042,2179,1749,951,1855,811,948,1309,1135,299,581,4747,2062
1/29/2005,3:00,1709,1009,1941,836,921,1295,1244,403,504,4954,2156,1736,944,1846,807,944,1306,1129,295,575,4673,2034
1/29/2005,4:00,1707,1008,1966,829,932,1310,1243,409,506,4933,2160,1743,953,1859,810,953,1314,1136,296,575,4646,2036
1/29/2005,5:00,1730,1050,2012,842,950,1347,1275,426,516,4985,2211,1789,991,1915,820,990,1361,1166,304,591,4727,2081
1/29/2005,6:00,1802,1107,2093,855,1012,1399,1325,441,549,5139,2314,1853,1060,2026,838,1045,1438,1225,321,626,4935,2204
1/29/2005,7:00,1879,1165,2158,864,1086,1488,1368,460,581,5326,2421,1893,1108,2094,842,1081,1491,1264,336,653,5159,2311
1/29/2005,8:00,1945,1237,2256,869,1149,1582,1445,489,623,5631,2597,1939,1163,2149,847,1118,1546,1310,354,689,5447,2456
1/29/2005,9:00,1930,1277,2305,872,1162,1620,1478,485,649,5905,2698,1971,1190,2175,843,1119,1569,1338,365,710,5725,2572
1/29/2005,10:00,1934,1272,2301,863,1141,1609,1483,474,651,6089,2734,1969,1188,2151,833,1100,1559,1345,368,715,5886,2630
1/29/2005,11:00,1901,1263,2260,845,1123,1565,1457,453,647,6178,2712,1940,1166,2103,821,1062,1520,1325,365,710,5930,2629
1/29/2005,12:00,1858,1220,2197,835,1079,1518,1417,396,665,6143,2644,1898,1131,2043,809,1017,1464,1298,357,694,5880,2587
1/29/2005,13:00,1820,1196,2152,826,1056,1482,1385,317,722,6079,2579,1862,1105,1998,798,977,1412,1277,346,673,5811,2532
1/29/2005,14:00,1804,1182,2118,816,1039,1459,1359,299,728,6023,2552,1823,1081,1953,789,950,1372,1256,338,659,5732,2479
1/29/2005,15:00,1801,1182,2105,818,1004,1454,1351,290,729,5994,2531,1796,1070,1939,785,938,1365,1249,337,655,5674,2460
1/29/2005,16:00,1830,1211,2150,826,1055,1500,1384,303,744,6037,2609,1812,1096,1973,790,968,1403,1281,346,673,5712,2538
1/29/2005,17:00,1958,1310,2287,842,1145,1638,1507,347,812,6350,2924,1948,1210,2135,812,1067,1540,1404,389,758,6010,2884
1/29/2005,18:00,2056,1328,2314,853,1153,1669,1538,364,836,6475,3027,2055,1276,2232,824,1123,1600,1467,415,807,6194,3058
1/29/2005,19:00,2045,1311,2271,847,1114,1622,1509,364,811,6375,2949,2061,1257,2209,821,1108,1572,1447,409,794,6087,3009
1/29/2005,20:00,2018,1268,2211,822,1095,1569,1470,365,778,6198,2862,2036,1222,2152,810,1081,1522,1412,398,774,5956,2952
1/29/2005,21:00,1947,1214,2145,817,1056,1492,1416,365,735,6026,2738,1966,1169,2071,795,1030,1458,1371,384,747,5791,2848
1/29/2005,22:00,1851,1120,2020,801,975,1385,1343,346,688,5786,2560,1871,1083,1960,780,977,1383,1302,361,703,5575,2668
1/29/2005,23:00,1756,1060,1936,793,913,1290,1260,314,642,5499,2372,1764,993,1864,768,925,1303,1223,331,645,5265,2455
1/30/2005,0:00,1676,1010,1879,793,858,1229,1180,288,593,5209,2189,1697,944,1789,800,861,1235,1091,292,583,4901,2132
1/30/2005,1:00,1624,964,1822,791,822,1184,1129,273,561,4968,2073,1648,909,1733,795,835,1194,1046,276,550,4658,2001
1/30/2005,2:00,1601,942,1781,786,812,1152,1111,275,538,4795,2004,1623,888,1696,786,820,1181,1015,266,530,4498,1921
1/30/2005,3:00,1583,934,1739,786,804,1145,1098,274,530,4700,1972,1607,879,1681,781,812,1170,1004,261,521,4404,1882
1/30/2005,4:00,1581,942,1754,791,805,1142,1095,251,548,4653,1962,1608,882,1682,782,815,1171,1005,260,517,4368,1870
1/30/2005,5:00,1581,966,1800,794,825,1162,1108,262,548,4677,1974,1629,904,1709,787,837,1191,1014,264,527,4404,1888
1/30/2005,6:00,1634,1012,1864,801,868,1205,1146,281,560,4795,2040,1669,947,1778,799,877,1234,1042,275,548,4501,1952
1/30/2005,7:00,1680,1042,1908,809,918,1268,1180,307,571,4883,2094,1699,989,1840,811,913,1284,1078,284,565,4625,2014
1/30/2005,8:00,1757,1116,1998,815,995,1368,1255,333,600,5116,2246,1743,1043,1913,820,965,1354,1141,301,599,4859,2151
1/30/2005,9:00,1794,1156,2059,821,1037,1426,1307,324,649,5401,2377,1782,1082,1971,826,996,1403,1201,317,631,5130,2294
1/30/2005,10:00,1792,1157,2062,820,1038,1423,1330,304,685,5670,2466,1794,1095,1989,824,998,1420,1241,326,651,5347,2405
1/30/2005,11:00,1782,1165,2034,812,1014,1403,1330,285,708,5807,2515,1794,1101,1992,819,988,1415,1258,332,660,5486,2476
1/30/2005,12:00,1774,1174,2027,804,993,1391,1318,279,703,5809,2509,1784,1098,1983,813,966,1397,1261,331,660,5544,2504
1/30/2005,13:00,1768,1171,1984,799,968,1350,1307,269,696,5795,2457,1768,1088,1965,805,942,1365,1259,329,655,5559,2499
1/30/2005,14:00,1758,1154,1967,794,942,1312,1300,259,689,5779,2433,1749,1074,1940,800,921,1342,1257,327,651,5561,2492
1/30/2005,15:00,1755,1152,1979,792,949,1337,1302,267,691,5770,2443,1744,1076,1949,801,921,1346,1269,331,658,5581,2517
1/30/2005,16:00,1808,1180,2041,804,975,1281,1351,286,713,5842,2532,1782,1117,2008,812,959,1398,1314,343,682,5673,2622
1/30/2005,17:00,1946,1304,2206,832,1103,1537,1475,336,782,6172,2839,1925,1234,2167,831,1053,1524,1424,380,757,5950,2908
1/30/2005,18:00,2038,1344,2304,838,1133,1605,1525,359,829,6348,2968,2004,1284,2238,836,1093,1564,1455,397,789,6084,2998
1/30/2005,19:00,2030,1325,2263,834,1114,1583,1506,358,825,6275,2921,2006,1268,2213,829,1080,1534,1425,389,775,6025,2929
1/30/2005,20:00,2005,1289,2203,828,1066,1533,1466,343,809,6154,2848,1987,1237,2163,820,1051,1490,1392,381,759,5956,2871
1/30/2005,21:00,1947,1231,2120,816,1025,1447,1394,317,773,5995,2696,1936,1180,2080,807,990,1410,1329,366,729,5824,2729
1/30/2005,22:00,1870,1141,2010,803,938,1328,1301,282,712,5706,2484,1851,1091,1957,793,915,1313,1238,337,671,5578,2517
1/30/2005,23:00,1797,1079,1952,803,871,1226,1209,249,648,5330,2243,1748,998,1843,783,856,1217,1139,301,599,5208,2279
1/31/2005,0:00,1734,1022,1901,804,862,1157,1146,233,599,5006,2071,1751,956,1786,759,835,1200,1032,260,549,4710,1943
1/31/2005,1:00,1704,1009,1892,805,845,1138,1111,231,566,4808,1995,1727,930,1748,757,817,1173,1000,249,527,4506,1843
1/31/2005,2:00,1698,1006,1885,799,830,1135,1098,232,555,4681,1954,1729,925,1733,758,815,1173,989,247,521,4389,1799
1/31/2005,3:00,1694,1006,1886,805,835,1143,1102,246,541,4637,1953,1733,929,1739,756,818,1182,989,246,519,4356,1793
1/31/2005,4:00,1738,1048,1946,813,865,1172,1122,270,537,4676,1989,1765,957,1779,763,841,1212,1008,251,529,4402,1823
1/31/2005,5:00,1846,1121,2067,818,951,1282,1189,313,560,4942,2124,1863,1045,1914,780,912,1305,1065,270,570,4670,1940
1/31/2005,6:00,2018,1279,2297,868,1102,1503,1332,405,610,5552,2430,2039,1214,2168,816,1042,1487,1191,310,655,5241,2200
1/31/2005,7:00,2169,1364,2422,889,1168,1608,1407,436,675,6134,2622,2159,1291,2278,830,1112,1582,1272,343,722,5890,2422
1/31/2005,8:00,2216,1359,2408,886,1168,1596,1423,429,696,6507,2703,2194,1316,2283,819,1122,1585,1310,353,746,6315,2545
1/31/2005,9:00,2262,1337,2380,869,1159,1578,1422,354,769,6769,2750,2204,1314,2271,810,1109,1570,1327,359,758,6622,2621
1/31/2005,10:00,2269,1331,2363,858,1133,1558,1420,306,806,6877,2771,2196,1313,2252,801,1091,1555,1337,360,759,6746,2662
1/31/2005,11:00,2218,1302,2312,846,1115,1527,1402,284,817,6903,2753,2169,1295,2223,791,1063,1525,1332,358,755,6777,2664
1/31/2005,12:00,2186,1297,2291,840,1078,1489,1382,274,809,6893,2715,2132,1270,2181,779,1027,1488,1313,353,745,6762,2639
1/31/2005,13:00,2187,1289,2260,829,1070,1465,1368,268,803,6900,2683,2112,1258,2163,772,1007,1456,1307,347,733,6749,2620
1/31/2005,14:00,2124,1271,2228,825,1032,1436,1350,264,791,6854,2660,2069,1243,2126,766,987,1425,1299,343,724,6716,2607
1/31/2005,15:00,2090,1268,2214,820,1033,1443,1352,264,798,6838,2671,2038,1231,2112,765,978,1427,1299,346,732,6717,2630
1/31/2005,16:00,2095,1306,2246,834,1070,1507,1388,292,817,6895,2784,2053,1263,2151,774,1009,1479,1336,360,759,6804,2736
1/31/2005,17:00,2220,1429,2422,862,1176,1667,1522,344,884,7130,3117,2180,1380,2314,799,1104,1625,1464,401,848,7059,3083
1/31/2005,18:00,2319,1473,2503,874,1198,1717,1589,373,919,7103,3265,2274,1439,2407,813,1156,1685,1524,421,888,6989,3236
1/31/2005,19:00,2300,1452,2471,869,1173,1680,1579,372,901,6908,3202,2274,1419,2382,811,1148,1654,1507,412,869,6759,3164
1/31/2005,20:00,2256,1407,2400,860,1148,1620,1538,358,875,6675,3106,2236,1378,2315,802,1116,1598,1473,400,844,6550,3074
1/31/2005,21:00,2171,1327,2281,847,1077,1510,1456,333,818,6383,2907,2155,1310,2217,788,1051,1511,1405,379,801,6323,2916
1/31/2005,22:00,2048,1214,2142,828,984,1378,1340,303,738,6002,2620,2018,1184,2063,770,971,1395,1291,341,719,5936,2630
1/31/2005,23:00,1908,1119,1982,815,909,1267,1229,280,657,5492,2348,1874,1062,1928,754,899,1273,1176,301,634,5405,2321
